month,split,method,eligible_assets,estimation_start,estimation_end,joint_scenarios,gross_return,transaction_cost,net_return,benchmark_return,active_net_return,construction_rule,construction_risk_free_rate_annual,realized_risk_free_return,traded_notional,one_way_turnover,inception,forced_universe_turnover
2020-01-31,development,equal_weight,12,2018-01-31,2019-12-31,24,0.007053074592884816,0.001,0.006053074592884816,0.007053074592884816,-0.001,equal_weight,0.002,0.00016666666666666666,1.0,,True,0.0
2020-01-31,development,global_minimum_variance,12,2018-01-31,2019-12-31,24,-0.002525977008566653,0.001,-0.003525977008566653,0.007053074592884816,-0.01057905160145147,global_minimum_variance,0.002,0.00016666666666666666,1.0,,True,0.0
2020-01-31,development,shrinkage_mean_variance,12,2018-01-31,2019-12-31,24,-0.0030227205305243207,0.0009999999999999998,-0.00402272053052432,0.007053074592884816,-0.011075795123409136,shrinkage_mean_variance,0.002,0.00016666666666666666,0.9999999999999998,,True,0.0
2020-01-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2019-12-31,24,0.00473653132468547,0.0009999999999999974,0.0037365313246854725,0.007053074592884816,-0.0033165432681993437,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.9999999999999973,,True,0.0
2020-01-31,development,historical_joint_cvar,12,2018-01-31,2019-12-31,24,0.0015808458904485803,0.0009999999999999916,0.0005808458904485888,0.007053074592884816,-0.006472228702436227,historical_joint_cvar,0.002,0.00016666666666666666,0.9999999999999916,,True,0.0
2020-01-31,development,benchmark_relative_constrained,12,2018-01-31,2019-12-31,24,0.0007353333333663426,0.0010000000000000009,-0.0002646666666336583,0.007053074592884816,-0.007317741259518474,benchmark_relative_constrained,0.002,0.00016666666666666666,1.0000000000000009,,True,0.0
2020-01-31,development,exact_cardinality_cvar,12,2018-01-31,2019-12-31,24,-0.0009635396231775038,0.001,-0.0019635396231775038,0.007053074592884816,-0.00901661421606232,exact_cardinality_cvar,0.002,0.00016666666666666666,1.0,,True,0.0
2020-01-31,development,130_30_mathematical_appendix,12,2018-01-31,2019-12-31,24,0.001327268345333507,0.0015999999999999751,-0.0002727316546664682,0.007053074592884816,-0.007325806247551284,130_30_mathematical_appendix,0.002,0.00016666666666666666,1.5999999999999752,,True,0.0
2020-02-29,development,equal_weight,12,2018-01-31,2020-01-31,25,0.003350210279335177,7.724659984004504e-06,0.0033424856193511724,0.003350210279335177,-7.724659984004699e-06,equal_weight,0.002,0.00016666666666666666,0.01544931996800901,0.007724659984004505,False,0.0
2020-02-29,development,global_minimum_variance,12,2018-01-31,2020-01-31,25,-0.003928646458399843,1.8152704153984428e-06,-0.003930461728815241,0.003350210279335177,-0.007280672008150418,global_minimum_variance,0.002,0.00016666666666666666,0.0036305408307968855,0.0018152704153984428,False,0.0
2020-02-29,development,shrinkage_mean_variance,12,2018-01-31,2020-01-31,25,8.623428903430791e-05,4.1957780482165474e-05,4.4276508552142435e-05,0.003350210279335177,-0.0033059337707830347,shrinkage_mean_variance,0.002,0.00016666666666666666,0.08391556096433095,0.041957780482165474,False,0.0
2020-02-29,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-01-31,25,-0.005243620428690527,5.1893764681336785e-05,-0.005295514193371863,0.003350210279335177,-0.00864572447270704,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.10378752936267356,0.05189376468133678,False,0.0
2020-02-29,development,historical_joint_cvar,12,2018-01-31,2020-01-31,25,0.00340982909547453,3.457094793591992e-06,0.003406372000680938,0.003350210279335177,5.6161721345760786e-05,historical_joint_cvar,0.002,0.00016666666666666666,0.006914189587183985,0.0034570947935919924,False,0.0
2020-02-29,development,benchmark_relative_constrained,12,2018-01-31,2020-01-31,25,-0.004794933928646735,4.683825359427245e-05,-0.004841772182241008,0.003350210279335177,-0.008191982461576186,benchmark_relative_constrained,0.002,0.00016666666666666666,0.0936765071885449,0.04683825359427245,False,0.0
2020-02-29,development,exact_cardinality_cvar,12,2018-01-31,2020-01-31,25,0.0005979248598006496,2.374923302643278e-06,0.0005955499364980063,0.003350210279335177,-0.002754660342837171,exact_cardinality_cvar,0.002,0.00016666666666666666,0.0047498466052865555,0.0023749233026432778,False,0.0
2020-02-29,development,130_30_mathematical_appendix,12,2018-01-31,2020-01-31,25,-0.01819987225821896,3.332055911506873e-05,-0.01823319281733403,0.003350210279335177,-0.021583403096669205,130_30_mathematical_appendix,0.002,0.00016666666666666666,0.06664111823013746,0.03332055911506873,False,0.0
2020-03-31,development,equal_weight,12,2018-01-31,2020-02-29,26,-0.026194067329315878,1.1499439323775216e-05,-0.026205566768639655,-0.026194067329315878,-1.1499439323776894e-05,equal_weight,0.002,0.00016666666666666666,0.02299887864755043,0.011499439323775215,False,0.0
2020-03-31,development,global_minimum_variance,12,2018-01-31,2020-02-29,26,-0.012080148744903133,1.0315557358077868e-05,-0.012090464302261211,-0.026194067329315878,0.014103603027054667,global_minimum_variance,0.002,0.00016666666666666666,0.020631114716155738,0.010315557358077869,False,0.0
2020-03-31,development,shrinkage_mean_variance,12,2018-01-31,2020-02-29,26,-0.014876110841685018,4.527779195414515e-05,-0.014921388633639163,-0.026194067329315878,0.011272678695676715,shrinkage_mean_variance,0.002,0.00016666666666666666,0.0905555839082903,0.04527779195414515,False,0.0
2020-03-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-02-29,26,-0.0314622538488005,0.0001967324156688444,-0.03165898626446934,-0.026194067329315878,-0.005464918935153464,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.39346483133768884,0.19673241566884442,False,0.0
2020-03-31,development,historical_joint_cvar,12,2018-01-31,2020-02-29,26,-0.005816399009976765,1.3313647680925122e-05,-0.00582971265765769,-0.026194067329315878,0.02036435467165819,historical_joint_cvar,0.002,0.00016666666666666666,0.026627295361850243,0.013313647680925121,False,0.0
2020-03-31,development,benchmark_relative_constrained,12,2018-01-31,2020-02-29,26,-0.01865408571284261,0.00011230660750640715,-0.018766392320349014,-0.026194067329315878,0.007427675008966864,benchmark_relative_constrained,0.002,0.00016666666666666666,0.22461321501281428,0.11230660750640714,False,0.0
2020-03-31,development,exact_cardinality_cvar,12,2018-01-31,2020-02-29,26,-0.0041914584963058405,1.2261967024152393e-05,-0.004203720463329993,-0.026194067329315878,0.021990346865985885,exact_cardinality_cvar,0.002,0.00016666666666666666,0.024523934048304784,0.012261967024152392,False,0.0
2020-03-31,development,130_30_mathematical_appendix,12,2018-01-31,2020-02-29,26,-0.01543153768511964,0.0004240800951217525,-0.01585561778024139,-0.026194067329315878,0.010338449549074487,130_30_mathematical_appendix,0.002,0.00016666666666666666,0.8481601902435051,0.42408009512175254,False,0.0
2020-04-30,development,equal_weight,12,2018-01-31,2020-03-31,27,-0.041341024144461246,1.4246685960270172e-05,-0.041355270830421516,-0.041341024144461246,-1.4246685960270233e-05,equal_weight,0.002,0.00016666666666666666,0.028493371920540342,0.014246685960270171,False,0.0
2020-04-30,development,global_minimum_variance,12,2018-01-31,2020-03-31,27,-0.010933491693382168,1.379078929493752e-05,-0.010947282482677106,-0.041341024144461246,0.03039374166178414,global_minimum_variance,0.002,0.00016666666666666666,0.027581578589875037,0.013790789294937518,False,0.0
2020-04-30,development,shrinkage_mean_variance,12,2018-01-31,2020-03-31,27,-0.018186261985590525,8.883495093081374e-05,-0.018275096936521337,-0.041341024144461246,0.02306592720793991,shrinkage_mean_variance,0.002,0.00016666666666666666,0.17766990186162748,0.08883495093081374,False,0.0
2020-04-30,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-03-31,27,-0.037838687218937066,0.00020049487408258142,-0.038039182093019645,-0.041341024144461246,0.0033018420514416003,maximum_sharpe_frontier_grid,0.002,0.00016666666666666666,0.40098974816516286,0.20049487408258143,False,0.0
2020-04-30,development,historical_joint_cvar,12,2018-01-31,2020-03-31,27,-0.01965061967704681,8.712372763244853e-06,-0.019659332049810053,-0.041341024144461246,0.021681692094651192,historical_joint_cvar,0.002,0.00016666666666666666,0.017424745526489708,0.008712372763244854,False,0.0
2020-04-30,development,benchmark_relative_constrained,12,2018-01-31,2020-03-31,27,-0.020975524116855916,0.00010332219931535152,-0.021078846316171268,-0.041341024144461246,0.020262177828289978,benchmark_relative_constrained,0.002,0.00016666666666666666,0.20664439863070302,0.10332219931535151,False,0.0
2020-04-30,development,exact_cardinality_cvar,12,2018-01-31,2020-03-31,27,-0.011893735088596334,9.27008050874118e-06,-0.011903005169105075,-0.041341024144461246,0.02943801897535617,exact_cardinality_cvar,0.002,0.00016666666666666666,0.01854016101748236,0.00927008050874118,False,0.0
2020-04-30,development,130_30_mathematical_appendix,12,2018-01-31,2020-03-31,27,-0.016881417011586485,0.00035755464886605436,-0.01723897166045254,-0.041341024144461246,0.024102052484008707,130_30_mathematical_appendix,0.002,0.00016666666666666666,0.7151092977321087,0.35755464886605437,False,0.0
2020-05-31,development,equal_weight,12,2018-01-31,2020-04-30,28,0.007446734829470855,1.7002403132708843e-05,0.007429732426338146,0.007446734829470855,-1.7002403132708975e-05,equal_weight,0.002,0.00016666666666666666,0.034004806265417686,0.017002403132708843,False,0.0
2020-05-31,development,global_minimum_variance,12,2018-01-31,2020-04-30,28,0.013466927392330113,1.599612731413791e-05,0.013450931265015975,0.007446734829470855,0.006004196435545121,global_minimum_variance,0.002,0.00016666666666666666,0.031992254628275825,0.015996127314137912,False,0.0
2020-05-31,development,shrinkage_mean_variance,12,2018-01-31,2020-04-30,28,0.013640963954779334,7.433112550046771e-05,0.013566632829278866,0.007446734829470855,0.0061198979998080116,shrinkage_mean_variance,0.002,0.00016666666666666666,0.14866225100093544,0.07433112550046772,False,0.0
2020-05-31,development,maximum_sharpe_with_gmv_fallback,12,2018-01-31,2020-04-30,28,0.013466927392330113,0.000615080523644351,0.012851846868685762,0.007446734829470855,0.0054051120392149075,gmv_fallback_no_positive_expected_excess_return,0.002,0.00016666666666666666,1.2301610472887021,0.6150805236443511,False,0.0
2020-05-31,development,historical_joint_cvar,12,2018-01-31,2020-04-30,28,0.006386798515666698,1.9716096544265867e-05,0.006367082419122432,0.007446734829470855,-0.0010796524103484232,historical_joint_cvar,0.002,0.00016666666666666666,0.039432193088531735,0.019716096544265867,False,0.0
2020-05-31,development,benchmark_relative_constrained,12,2018-01-31,2020-04-30,28,0.015265798700251208,8.100965400806908e-05,0.015184789046243138,0.007446734829470855,0.007738054216772284,benchmark_relative_constrained,0.002,0.00016666666666666666,0.16201930801613815,0.08100965400806907,False,0.0
2020-05-31,development,exact_cardinality_cvar,12,2018-01-31,2020-04-30,28,0.014609421240170693,1.7740349729769412e-05,0.014591680890440923,0.007446734829470855,0.0071449460609700685,exact_cardinality_cvar,0.002,0.00016666666666666666,0.03548069945953882,0.01774034972976941,False,0.0
2020-05-31,development,130_30_mathematical_appendix,12,2018-01-31,2020-04-30,28,0.03344688305819639,0.0005627687463948307,0.032884114311801556,0.007446734829470855,0.0254373794823307,130_30_mathematical_appendix,0.002,0.00016666666666666666,1.1255374927896613,0.5627687463948307,False,0.0
2020-06-30,development,equal_weight,12,2018-01-31,2020-05-31,29,0.06260910784031544,8.299787577174873e-06,0.06260080805273827,0.06260910784031544,-8.299787577173423e-06,equal_weight,0.0019999999999999996,0.00016666666666666666,0.016599575154349747,0.008299787577174873,False,0.0
2020-06-30,development,global_minimum_variance,12,2018-01-31,2020-05-31,29,0.06089294506142132,7.97603571264028e-06,0.06088496902570868,0.06260910784031544,-0.0017241388146067571,global_minimum_variance,0.0019999999999999996,0.00016666666666666666,0.01595207142528056,0.00797603571264028,False,0.0
